date,indeed_job_postings_index_us,indeed_software_development_job_postings_index_us
2023-03-30,136.57,99.99
2023-03-31,136.52,99.75
2023-04-01,136.4,99.63
2023-04-02,136.37,99.51
2023-04-03,136.23,99.33
2023-04-04,136.24,99.2
2023-04-05,136.35,99.07
2023-04-06,136.37,99.01
2023-04-07,136.36,98.83
2023-04-08,136.62,98.63
2023-04-09,136.74,98.43
2023-04-10,137.02,98.48
2023-04-11,137.17,98.52
2023-04-12,137.3,98.52
2023-04-13,137.39,98.36
2023-04-14,137.45,98.28
2023-04-15,137.22,97.83
2023-04-16,137.24,97.8
2023-04-17,137.23,97.61
2023-04-18,137.2,97.44
2023-04-19,137.04,97.31
2023-04-20,136.99,97.3
2023-04-21,137.06,97.21
2023-04-22,137.35,97.5
2023-04-23,137.32,97.41
2023-04-24,137.31,97.31
2023-04-25,137.28,97.14
2023-04-26,137.39,97.52
2023-04-27,137.41,97.89
2023-04-28,137.4,99.1
2023-04-29,137.32,98.84
2023-04-30,137.25,98.52
2023-05-01,137.07,98.26
2023-05-02,137.02,98.13
2023-05-03,136.83,98.28
2023-05-04,136.49,98.07
2023-05-05,136.37,97.45
2023-05-06,136.29,98.18
2023-05-07,136.14,98.9
2023-05-08,136.15,99.45
2023-05-09,135.98,99.88
2023-05-10,135.95,99.56
2023-05-11,136.01,99.5
2023-05-12,135.32,98.7
2023-05-13,135.14,98.28
2023-05-14,135.06,97.93
2023-05-15,134.93,97.74
2023-05-16,134.72,97.53
2023-05-17,134.66,97.07
2023-05-18,134.65,96.87
2023-05-19,135.16,97.04
2023-05-20,135.21,96.83
2023-05-21,135.31,96.73
2023-05-22,135.44,96.56
2023-05-23,135.57,96.33
2023-05-24,135.59,96.4
2023-05-25,135.58,96.29
2023-05-26,135.53,96.16
2023-05-27,135.47,95.97
2023-05-28,135.32,95.58
2023-05-29,135.17,95.28
2023-05-30,135.08,95.04
2023-05-31,134.86,94.59
2023-06-01,134.5,94.05
2023-06-02,134.34,93.55
2023-06-03,134.13,93.33
2023-06-04,133.91,93.08
2023-06-05,133.71,92.81
2023-06-06,133.54,92.51
2023-06-07,133.31,92.22
2023-06-08,133.35,91.35
2023-06-09,133.19,90.38
2023-06-10,133.01,89.1
2023-06-11,132.9,87.95
2023-06-12,132.75,86.83
2023-06-13,132.64,85.7
2023-06-14,132.75,84.73
2023-06-15,132.69,84.52
2023-06-16,132.56,84.25
2023-06-17,132.5,84.24
2023-06-18,132.48,84.25
2023-06-19,132.44,84.23
2023-06-20,132.37,84.29
2023-06-21,132.16,84.3
2023-06-22,132.08,84.29
2023-06-23,132.04,84.22
2023-06-24,131.98,84.08
2023-06-25,131.8,83.89
2023-06-26,131.64,83.63
2023-06-27,131.48,83.43
2023-06-28,131.32,83.2
2023-06-29,131.28,82.91
2023-06-30,131.22,82.8
2023-07-01,131.05,82.67
2023-07-02,130.93,82.57
2023-07-03,130.85,82.52
2023-07-04,130.71,82.43
2023-07-05,130.74,82.46
2023-07-06,130.43,82.37
2023-07-07,130.07,82.32
2023-07-08,130.12,82.41
2023-07-09,130.06,82.46
2023-07-10,129.97,82.54
2023-07-11,130.0,82.59
2023-07-12,129.94,82.61
2023-07-13,130.07,83.19
2023-07-14,130.39,83.72
2023-07-15,130.39,84.1
2023-07-16,130.46,84.52
2023-07-17,130.5,84.95
2023-07-18,130.46,85.32
2023-07-19,130.42,85.68
2023-07-20,130.35,85.6
2023-07-21,130.27,85.48
2023-07-22,129.99,85.08
2023-07-23,129.99,84.88
2023-07-24,130.0,84.64
2023-07-25,130.07,84.47
2023-07-26,130.13,84.24
2023-07-27,130.17,83.68
2023-07-28,130.17,83.2
2023-07-29,130.44,82.95
2023-07-30,130.42,82.5
2023-07-31,130.4,82.04
2023-08-01,130.24,81.54
2023-08-02,130.17,80.99
2023-08-03,130.12,80.73
2023-08-04,130.1,80.46
2023-08-05,130.06,80.3
2023-08-06,130.01,80.08
2023-08-07,129.84,79.89
2023-08-08,129.93,79.76
2023-08-09,129.92,79.67
2023-08-10,129.9,79.57
2023-08-11,129.86,79.46
2023-08-12,129.73,79.28
2023-08-13,129.75,79.27
2023-08-14,129.85,79.19
2023-08-15,129.86,79.08
2023-08-16,129.82,78.99
2023-08-17,129.79,78.99
2023-08-18,129.77,79.12
2023-08-19,129.81,79.17
2023-08-20,129.76,79.08
2023-08-21,129.79,79.08
2023-08-22,129.64,79.12
2023-08-23,129.53,79.16
2023-08-24,129.47,79.13
2023-08-25,129.42,78.92
2023-08-26,129.35,78.82
2023-08-27,129.29,78.76
2023-08-28,129.23,78.67
2023-08-29,129.33,78.67
2023-08-30,129.43,78.62
2023-08-31,129.47,78.59
2023-09-01,129.18,78.66
2023-09-02,129.26,78.79
2023-09-03,129.22,78.87
2023-09-04,129.25,78.95
2023-09-05,129.2,78.92
2023-09-06,129.16,78.84
2023-09-07,129.02,78.8
2023-09-08,129.28,78.71
2023-09-09,129.29,78.6
2023-09-10,129.4,78.48
2023-09-11,129.43,78.34
2023-09-12,129.5,78.22
2023-09-13,129.58,78.2
2023-09-14,129.69,78.12
2023-09-15,129.68,77.95
2023-09-16,129.6,77.77
2023-09-17,129.3,77.47
2023-09-18,128.95,77.16
2023-09-19,128.63,76.86
2023-09-20,128.33,76.52
2023-09-21,128.15,76.16
2023-09-22,127.91,75.92
2023-09-23,127.69,75.62
2023-09-24,127.69,75.47
2023-09-25,127.8,75.39
2023-09-26,127.9,75.3
2023-09-27,127.95,75.25
2023-09-28,127.92,75.3
2023-09-29,127.95,75.24
2023-09-30,127.9,75.15
2023-10-01,127.52,75.13
2023-10-02,127.35,75.12
2023-10-03,127.22,75.1
2023-10-04,127.11,75.1
2023-10-05,127.03,75.04
2023-10-06,126.92,75.08
2023-10-07,126.79,75.2
2023-10-08,127.03,75.23
2023-10-09,127.0,75.23
2023-10-10,126.96,75.25
2023-10-11,126.94,75.22
2023-10-12,126.94,75.27
2023-10-13,126.95,75.31
2023-10-14,127.02,75.38
2023-10-15,127.13,75.5
2023-10-16,127.19,75.57
2023-10-17,127.18,75.65
2023-10-18,127.12,75.71
2023-10-19,127.09,75.77
2023-10-20,127.02,75.76
2023-10-21,126.85,75.53
2023-10-22,126.82,75.32
2023-10-23,126.71,75.25
2023-10-24,126.66,75.12
2023-10-25,126.63,75.03
2023-10-26,126.59,74.83
2023-10-27,126.52,74.69
2023-10-28,126.62,74.68
2023-10-29,126.45,74.62
2023-10-30,126.46,74.47
2023-10-31,126.39,74.3
2023-11-01,126.24,74.2
2023-11-02,126.2,74.03
2023-11-03,126.22,73.88
2023-11-04,126.16,73.78
2023-11-05,126.16,73.67
2023-11-06,126.06,73.56
2023-11-07,125.87,73.5
2023-11-08,125.92,73.32
2023-11-09,125.77,73.28
2023-11-10,125.67,73.21
2023-11-11,125.57,73.12
2023-11-12,125.45,73.06
2023-11-13,125.34,72.99
2023-11-14,125.37,72.89
2023-11-15,125.18,72.76
2023-11-16,125.17,72.73
2023-11-17,125.08,72.75
2023-11-18,124.92,72.67
2023-11-19,124.85,72.68
2023-11-20,124.78,72.71
2023-11-21,124.72,72.78
2023-11-22,124.51,72.81
2023-11-23,124.37,72.82
2023-11-24,124.18,72.81
2023-11-25,124.06,72.89
2023-11-26,123.87,72.82
2023-11-27,123.7,72.78
2023-11-28,123.58,72.73
2023-11-29,123.68,72.76
2023-11-30,123.59,72.66
2023-12-01,123.31,72.56
2023-12-02,123.24,72.47
2023-12-03,123.23,72.45
2023-12-04,123.15,72.4
2023-12-05,123.11,72.29
2023-12-06,123.02,72.39
2023-12-07,122.88,72.49
2023-12-08,123.13,72.61
2023-12-09,123.04,72.59
2023-12-10,123.08,72.67
2023-12-11,123.18,72.77
2023-12-12,123.14,72.8
2023-12-13,123.11,72.7
2023-12-14,123.22,72.72
2023-12-15,123.1,72.64
2023-12-16,123.07,72.66
2023-12-17,122.67,72.58
2023-12-18,122.36,72.55
2023-12-19,122.18,72.64
2023-12-20,122.02,72.67
2023-12-21,121.83,72.65
2023-12-22,121.67,72.62
2023-12-23,121.54,72.58
2023-12-24,121.68,72.57
2023-12-25,121.78,72.57
2023-12-26,121.87,72.6
2023-12-27,121.94,72.62
2023-12-28,121.95,72.63
2023-12-29,121.99,72.73
2023-12-30,121.97,72.77
2023-12-31,121.8,72.74
2024-01-01,121.41,72.7
2024-01-02,121.11,72.63
2024-01-03,120.89,72.59
2024-01-04,120.79,72.54
2024-01-05,120.76,72.44
2024-01-06,120.76,72.39
2024-01-07,120.7,72.41
2024-01-08,120.88,72.33
2024-01-09,120.96,72.19
2024-01-10,120.99,72.09
2024-01-11,120.93,71.99
2024-01-12,120.81,71.9
2024-01-13,120.68,71.8
2024-01-14,120.79,71.77
2024-01-15,120.77,71.82
2024-01-16,120.63,71.87
2024-01-17,120.5,71.86
2024-01-18,120.34,71.83
2024-01-19,120.23,71.88
2024-01-20,120.21,71.97
2024-01-21,120.12,71.92
2024-01-22,120.04,71.84
2024-01-23,120.03,71.73
2024-01-24,119.94,71.7
2024-01-25,119.87,71.62
2024-01-26,119.74,71.44
2024-01-27,119.68,71.36
2024-01-28,119.59,71.34
2024-01-29,119.51,71.3
2024-01-30,119.41,71.3
2024-01-31,119.37,71.19
2024-02-01,119.25,71.21
2024-02-02,119.24,71.35
2024-02-03,119.26,71.4
2024-02-04,119.22,71.42
2024-02-05,119.15,71.33
2024-02-06,119.13,71.32
2024-02-07,119.04,71.38
2024-02-08,119.17,71.35
2024-02-09,119.28,71.36
2024-02-10,119.26,71.31
2024-02-11,119.26,71.25
2024-02-12,119.35,71.27
2024-02-13,119.4,71.26
2024-02-14,119.61,71.26
2024-02-15,119.69,71.3
2024-02-16,119.67,71.24
2024-02-17,119.42,71.05
2024-02-18,119.44,71.08
2024-02-19,119.51,71.16
2024-02-20,119.57,71.27
2024-02-21,119.57,71.3
2024-02-22,119.42,71.27
2024-02-23,119.31,71.2
2024-02-24,119.56,71.38
2024-02-25,119.52,71.34
2024-02-26,119.41,71.25
2024-02-27,119.26,71.12
2024-02-28,119.14,71.03
2024-02-29,119.22,70.96
2024-03-01,119.01,70.97
2024-03-02,118.89,70.84
2024-03-03,118.85,70.76
2024-03-04,118.83,70.75
2024-03-05,118.9,70.74
2024-03-06,119.0,70.8
2024-03-07,119.02,70.8
2024-03-08,119.29,70.79
2024-03-09,119.47,70.91
2024-03-10,119.59,70.92
2024-03-11,119.71,70.92
2024-03-12,119.76,70.89
2024-03-13,119.81,70.81
2024-03-14,119.82,70.8
2024-03-15,119.92,70.82
2024-03-16,119.89,70.79
2024-03-17,119.88,70.84
2024-03-18,119.8,70.88
2024-03-19,119.77,70.99
2024-03-20,119.74,71.04
2024-03-21,119.73,71.07
2024-03-22,119.66,71.07
2024-03-23,119.68,71.13
2024-03-24,119.68,71.11
2024-03-25,119.73,71.13
2024-03-26,119.78,71.03
2024-03-27,119.82,70.96
2024-03-28,119.87,70.88
2024-03-29,119.95,70.88
2024-03-30,120.08,70.87
2024-03-31,120.21,70.88
2024-04-01,120.08,70.77
2024-04-02,120.1,70.74
2024-04-03,120.09,70.78
2024-04-04,120.13,70.78
2024-04-05,120.18,70.67
2024-04-06,120.12,70.55
2024-04-07,120.08,70.43
2024-04-08,120.25,70.42
2024-04-09,120.28,70.37
2024-04-10,120.35,70.4
2024-04-11,120.37,70.5
2024-04-12,120.3,70.64
2024-04-13,120.2,70.74
2024-04-14,120.11,70.84
2024-04-15,120.04,70.93
2024-04-16,119.89,71.0
2024-04-17,119.72,70.97
2024-04-18,119.51,70.88
2024-04-19,119.38,70.79
2024-04-20,119.17,70.54
2024-04-21,119.02,70.42
2024-04-22,118.87,70.26
2024-04-23,118.78,70.18
2024-04-24,118.65,69.99
2024-04-25,118.6,69.84
2024-04-26,118.49,69.64
2024-04-27,118.53,69.68
2024-04-28,118.48,69.58
2024-04-29,118.48,69.47
2024-04-30,118.39,69.33
2024-05-01,118.19,69.25
2024-05-02,118.06,69.14
2024-05-03,118.0,69.08
2024-05-04,117.88,68.94
2024-05-05,117.77,68.89
2024-05-06,117.6,68.86
2024-05-07,117.57,68.85
2024-05-08,117.67,68.83
2024-05-09,117.65,68.88
2024-05-10,117.61,69.0
2024-05-11,117.6,69.1
2024-05-12,117.56,69.07
2024-05-13,117.55,69.07
2024-05-14,117.52,69.1
2024-05-15,117.44,69.22
2024-05-16,117.39,69.26
2024-05-17,117.33,69.19
2024-05-18,116.96,69.06
2024-05-19,116.4,68.91
2024-05-20,115.83,68.69
2024-05-21,115.24,68.46
2024-05-22,115.17,68.57
2024-05-23,115.06,68.63
2024-05-24,114.94,68.84
2024-05-25,115.07,69.12
2024-05-26,115.43,69.53
2024-05-27,115.81,69.96
2024-05-28,116.12,70.35
2024-05-29,115.93,70.29
2024-05-30,115.83,70.29
2024-05-31,115.74,70.2
2024-06-01,115.6,70.2
2024-06-02,115.55,70.12
2024-06-03,115.53,70.13
2024-06-04,115.5,70.09
2024-06-05,115.56,70.16
2024-06-06,115.53,70.23
2024-06-07,115.55,70.27
2024-06-08,115.68,70.24
2024-06-09,115.69,70.21
2024-06-10,115.68,70.12
2024-06-11,115.68,70.03
2024-06-12,115.64,69.93
2024-06-13,115.57,69.8
2024-06-14,115.47,69.72
2024-06-15,115.26,69.48
2024-06-16,115.19,69.43
2024-06-17,115.13,69.39
2024-06-18,115.07,69.39
2024-06-19,115.0,69.39
2024-06-20,115.0,69.46
2024-06-21,114.87,69.56
2024-06-22,114.86,69.77
2024-06-23,114.76,69.84
2024-06-24,114.66,69.9
2024-06-25,114.51,69.99
2024-06-26,114.43,70.05
2024-06-27,114.3,70.12
2024-06-28,114.3,70.1
2024-06-29,114.34,70.07
2024-06-30,114.39,70.09
2024-07-01,114.32,70.11
2024-07-02,114.37,70.16
2024-07-03,114.44,70.17
2024-07-04,114.51,70.17
2024-07-05,114.56,70.19
2024-07-06,114.49,70.21
2024-07-07,114.41,70.22
2024-07-08,114.45,70.29
2024-07-09,114.44,70.32
2024-07-10,114.36,70.41
2024-07-11,114.31,70.46
2024-07-12,114.29,70.6
2024-07-13,114.33,70.79
2024-07-14,114.31,70.88
2024-07-15,114.25,70.91
2024-07-16,114.23,70.85
2024-07-17,114.23,70.74
2024-07-18,114.18,70.58
2024-07-19,114.2,70.39
2024-07-20,114.02,69.96
2024-07-21,114.09,69.82
2024-07-22,114.24,69.73
2024-07-23,114.41,69.66
2024-07-24,114.54,69.61
2024-07-25,114.7,69.6
2024-07-26,114.8,69.57
2024-07-27,115.05,69.79
2024-07-28,115.09,69.75
2024-07-29,115.08,69.7
2024-07-30,115.07,69.73
2024-07-31,115.08,69.74
2024-08-01,114.98,69.79
2024-08-02,114.98,69.75
2024-08-03,115.01,69.61
2024-08-04,114.97,69.48
2024-08-05,114.93,69.31
2024-08-06,114.82,69.13
2024-08-07,114.74,68.97
2024-08-08,114.76,68.8
2024-08-09,114.64,68.71
2024-08-10,114.48,68.59
2024-08-11,114.46,68.53
2024-08-12,114.4,68.57
2024-08-13,114.38,68.61
2024-08-14,114.3,68.57
2024-08-15,114.25,68.49
2024-08-16,114.22,68.38
2024-08-17,114.23,68.4
2024-08-18,114.16,68.4
2024-08-19,114.07,68.23
2024-08-20,113.92,68.09
2024-08-21,113.79,67.98
2024-08-22,113.65,67.95
2024-08-23,113.58,68.01
2024-08-24,113.45,67.99
2024-08-25,113.28,67.85
2024-08-26,113.17,67.83
2024-08-27,113.17,67.84
2024-08-28,113.18,67.96
2024-08-29,113.18,68.13
2024-08-30,113.12,68.22
2024-08-31,113.11,68.39
2024-09-01,113.06,68.64
2024-09-02,113.07,68.84
2024-09-03,113.02,68.9
2024-09-04,112.94,68.94
2024-09-05,112.85,68.91
2024-09-06,112.76,68.88
2024-09-07,112.78,68.94
2024-09-08,112.87,68.94
2024-09-09,112.88,68.97
2024-09-10,112.93,69.1
2024-09-11,113.03,69.2
2024-09-12,113.09,69.27
2024-09-13,113.17,69.34
2024-09-14,113.16,69.39
2024-09-15,113.16,69.44
2024-09-16,113.17,69.49
2024-09-17,113.23,69.58
2024-09-18,113.31,69.68
2024-09-19,113.42,69.81
2024-09-20,113.5,69.94
2024-09-21,113.53,70.01
2024-09-22,113.57,70.05
2024-09-23,113.61,70.09
2024-09-24,113.57,70.06
2024-09-25,113.47,70.05
2024-09-26,113.41,69.96
2024-09-27,113.31,69.74
2024-09-28,113.22,69.49
2024-09-29,113.21,69.37
2024-09-30,113.22,69.32
2024-10-01,113.05,69.19
2024-10-02,112.96,69.03
2024-10-03,112.8,68.88
2024-10-04,112.77,68.99
2024-10-05,112.75,69.14
2024-10-06,112.63,69.16
2024-10-07,112.45,69.13
2024-10-08,112.45,69.19
2024-10-09,112.36,69.25
2024-10-10,112.24,69.19
2024-10-11,111.89,68.99
2024-10-12,111.66,68.81
2024-10-13,111.46,68.65
2024-10-14,111.23,68.52
2024-10-15,111.01,68.42
2024-10-16,110.77,68.26
2024-10-17,110.6,68.26
2024-10-18,110.39,68.35
2024-10-19,110.0,68.31
2024-10-20,109.75,68.38
2024-10-21,109.55,68.44
2024-10-22,109.42,68.36
2024-10-23,109.28,68.41
2024-10-24,109.04,68.4
2024-10-25,109.07,68.35
2024-10-26,109.21,68.43
2024-10-27,109.23,68.42
2024-10-28,109.28,68.38
2024-10-29,109.27,68.45
2024-10-30,109.25,68.41
2024-10-31,109.43,68.5
2024-11-01,109.35,68.61
2024-11-02,109.46,68.59
2024-11-03,109.52,68.54
2024-11-04,109.52,68.51
2024-11-05,109.58,68.4
2024-11-06,109.67,68.31
2024-11-07,109.73,68.13
2024-11-08,109.96,67.9
2024-11-09,109.99,67.7
2024-11-10,110.06,67.57
2024-11-11,110.22,67.42
2024-11-12,110.27,67.3
2024-11-13,110.35,67.19
2024-11-14,110.39,67.08
2024-11-15,110.47,66.96
2024-11-16,110.48,66.94
2024-11-17,110.47,66.82
2024-11-18,110.45,66.76
2024-11-19,110.45,66.74
2024-11-20,110.44,66.68
2024-11-21,110.45,66.6
2024-11-22,110.53,66.58
2024-11-23,110.63,66.62
2024-11-24,110.72,66.68
2024-11-25,110.81,66.7
2024-11-26,110.91,66.75
2024-11-27,111.04,66.89
2024-11-28,111.17,67.08
2024-11-29,111.17,67.27
2024-11-30,111.17,67.4
2024-12-01,111.03,67.49
2024-12-02,111.02,67.6
2024-12-03,111.0,67.68
2024-12-04,110.96,67.7
2024-12-05,110.88,67.73
2024-12-06,110.88,67.67
2024-12-07,110.92,67.59
2024-12-08,111.1,67.52
2024-12-09,111.18,67.52
2024-12-10,111.21,67.47
2024-12-11,111.17,67.43
2024-12-12,111.21,67.36
2024-12-13,111.2,67.34
2024-12-14,111.06,67.25
2024-12-15,111.06,67.33
2024-12-16,111.0,67.31
2024-12-17,110.91,67.33
2024-12-18,110.89,67.33
2024-12-19,110.8,67.31
2024-12-20,110.74,67.32
2024-12-21,110.89,67.41
2024-12-22,110.91,67.38
2024-12-23,110.97,67.36
2024-12-24,111.08,67.36
2024-12-25,111.2,67.4
2024-12-26,111.34,67.49
2024-12-27,111.42,67.5
2024-12-28,111.46,67.53
2024-12-29,111.53,67.54
2024-12-30,111.56,67.57
2024-12-31,111.58,67.57
2025-01-01,111.45,67.56
2025-01-02,111.38,67.53
2025-01-03,111.33,67.51
2025-01-04,111.29,67.44
2025-01-05,111.2,67.37
2025-01-06,111.09,67.33
2025-01-07,111.01,67.31
2025-01-08,111.09,67.29
2025-01-09,111.13,67.27
2025-01-10,111.15,67.28
2025-01-11,111.09,67.34
2025-01-12,111.06,67.44
2025-01-13,111.06,67.54
2025-01-14,111.08,67.63
2025-01-15,111.09,67.75
2025-01-16,111.06,67.89
2025-01-17,111.05,68.02
2025-01-18,111.03,68.04
2025-01-19,111.05,68.06
2025-01-20,111.06,68.0
2025-01-21,111.04,67.93
2025-01-22,110.97,67.79
2025-01-23,110.92,67.63
2025-01-24,110.87,67.46
2025-01-25,110.89,67.41
2025-01-26,110.84,67.3
2025-01-27,110.78,67.19
2025-01-28,110.66,67.09
2025-01-29,110.66,67.04
2025-01-30,110.65,66.99
2025-01-31,110.6,66.92
2025-02-01,110.4,66.82
2025-02-02,110.34,66.71
2025-02-03,110.26,66.61
2025-02-04,110.25,66.52
2025-02-05,110.18,66.38
2025-02-06,110.11,66.25
2025-02-07,110.07,66.07
2025-02-08,110.19,65.91
2025-02-09,110.18,65.75
2025-02-10,110.2,65.61
2025-02-11,110.25,65.49
2025-02-12,110.3,65.39
2025-02-13,110.33,65.25
2025-02-14,110.37,65.15
2025-02-15,110.25,64.84
2025-02-16,110.3,64.78
2025-02-17,110.34,64.71
2025-02-18,110.23,64.52
2025-02-19,110.13,64.26
2025-02-20,110.04,64.04
2025-02-21,109.93,63.77
2025-02-22,110.05,63.81
2025-02-23,109.97,63.6
2025-02-24,109.89,63.29
2025-02-25,109.93,63.08
2025-02-26,109.91,62.95
2025-02-27,109.91,62.86
2025-02-28,109.94,62.83
2025-03-01,109.62,62.64
2025-03-02,109.57,62.6
2025-03-03,109.5,62.66
2025-03-04,109.36,62.72
2025-03-05,109.25,62.72
2025-03-06,109.21,62.79
2025-03-07,109.12,62.76
2025-03-08,109.24,62.77
2025-03-09,109.16,62.66
2025-03-10,109.06,62.48
2025-03-11,108.97,62.3
2025-03-12,108.94,62.17
2025-03-13,108.81,61.89
2025-03-14,108.72,61.76
2025-03-15,108.69,61.68
2025-03-16,108.67,61.66
2025-03-17,108.64,61.65
2025-03-18,108.64,61.66
2025-03-19,108.59,61.72
2025-03-20,108.53,61.89
2025-03-21,108.48,62.15
2025-03-22,108.4,62.31
2025-03-23,108.22,62.43
2025-03-24,108.15,62.57
2025-03-25,108.05,62.75
2025-03-26,108.01,62.81
2025-03-27,107.93,62.77
2025-03-28,107.85,62.67
2025-03-29,107.75,62.61
2025-03-30,107.75,62.56
2025-03-31,107.71,62.59
2025-04-01,107.58,62.62
2025-04-02,107.5,62.71
2025-04-03,107.56,62.85
2025-04-04,107.68,63.08
2025-04-05,107.8,63.35
2025-04-06,107.84,63.62
2025-04-07,107.86,63.87
2025-04-08,108.05,64.01
2025-04-09,108.17,64.16
2025-04-10,108.13,64.24
2025-04-11,108.02,64.16
2025-04-12,108.02,64.08
2025-04-13,108.02,63.96
2025-04-14,108.03,63.74
2025-04-15,107.99,63.64
2025-04-16,107.93,63.5
2025-04-17,107.96,63.49
2025-04-18,107.95,63.5
2025-04-19,107.87,63.42
2025-04-20,107.81,63.46
2025-04-21,107.73,63.59
2025-04-22,107.64,63.67
2025-04-23,107.58,63.75
2025-04-24,107.44,63.69
2025-04-25,107.32,63.61
2025-04-26,107.24,63.63
2025-04-27,107.18,63.56
2025-04-28,107.13,63.47
2025-04-29,107.09,63.31
2025-04-30,107.09,63.24
2025-05-01,106.72,63.2
2025-05-02,106.8,63.22
2025-05-03,106.87,63.25
2025-05-04,106.9,63.2
2025-05-05,106.43,63.03
2025-05-06,106.47,63.11
2025-05-07,106.48,63.07
2025-05-08,106.8,62.93
2025-05-09,106.76,62.81
2025-05-10,106.7,62.73
2025-05-11,106.63,62.59
2025-05-12,107.05,62.47
2025-05-13,106.99,62.19
2025-05-14,106.87,61.89
2025-05-15,106.9,61.75
2025-05-16,106.88,61.57
2025-05-17,106.7,61.1
2025-05-18,106.78,61.17
2025-05-19,106.84,61.35
2025-05-20,106.88,61.5
2025-05-21,106.92,61.83
2025-05-22,106.94,62.15
2025-05-23,106.93,62.42
2025-05-24,107.08,63.01
2025-05-25,106.98,63.22
2025-05-26,106.9,63.45
2025-05-27,106.81,63.67
2025-05-28,106.74,63.68
2025-05-29,106.68,63.77
2025-05-30,106.51,63.93
2025-05-31,106.46,64.03
2025-06-01,106.35,64.14
2025-06-02,106.34,64.25
2025-06-03,106.37,64.42
2025-06-04,106.44,64.71
2025-06-05,106.51,64.97
2025-06-06,106.65,65.13
2025-06-07,106.66,65.32
2025-06-08,106.73,65.42
2025-06-09,106.69,65.46
2025-06-10,106.63,65.47
2025-06-11,106.56,65.53
2025-06-12,106.49,65.49
2025-06-13,106.45,65.46
2025-06-14,106.31,65.29
2025-06-15,106.35,65.32
2025-06-16,106.35,65.37
2025-06-17,106.37,65.36
2025-06-18,106.35,65.42
2025-06-19,106.33,65.5
2025-06-20,106.3,65.58
2025-06-21,106.44,65.77
2025-06-22,106.41,65.78
2025-06-23,106.39,65.81
2025-06-24,106.38,65.89
2025-06-25,106.32,65.83
2025-06-26,106.24,65.73
2025-06-27,106.17,65.69
2025-06-28,106.0,65.65
2025-06-29,105.99,65.62
2025-06-30,106.03,65.52
2025-07-01,105.85,65.33
2025-07-02,105.77,65.14
2025-07-03,105.75,64.99
2025-07-04,105.72,64.82
2025-07-05,105.78,64.71
2025-07-06,105.64,64.54
2025-07-07,105.51,64.48
2025-07-08,105.43,64.51
2025-07-09,105.37,64.57
2025-07-10,105.22,64.71
2025-07-11,105.16,64.86
2025-07-12,105.03,64.94
2025-07-13,104.93,65.07
2025-07-14,104.85,65.14
2025-07-15,104.98,65.27
2025-07-16,105.04,65.43
2025-07-17,105.12,65.55
2025-07-18,105.15,65.65
2025-07-19,105.09,65.65
2025-07-20,105.23,65.82
2025-07-21,105.3,65.98
2025-07-22,105.32,66.11
2025-07-23,105.38,66.14
2025-07-24,105.44,66.17
2025-07-25,105.54,66.13
2025-07-26,105.76,66.17
2025-07-27,105.79,66.09
2025-07-28,105.88,66.11
2025-07-29,105.95,66.09
2025-07-30,105.95,66.08
2025-07-31,105.99,66.03
2025-08-01,105.81,66.21
2025-08-02,105.76,66.26
2025-08-03,105.75,66.27
2025-08-04,105.71,66.21
2025-08-05,105.64,66.19
2025-08-06,105.67,66.18
2025-08-07,105.7,66.17
2025-08-08,105.87,66.02
2025-08-09,105.89,65.97
2025-08-10,105.95,66.05
2025-08-11,105.94,66.12
2025-08-12,105.98,66.0
2025-08-13,105.96,65.99
2025-08-14,105.94,66.0
2025-08-15,105.94,66.06
2025-08-16,106.0,66.2
2025-08-17,105.98,66.2
2025-08-18,106.03,66.27
2025-08-19,106.07,66.46
2025-08-20,106.11,66.54
2025-08-21,106.12,66.61
2025-08-22,106.18,66.59
2025-08-23,106.08,66.49
2025-08-24,106.06,66.45
2025-08-25,106.03,66.28
2025-08-26,106.01,66.19
2025-08-27,105.89,66.12
2025-08-28,105.77,66.08
2025-08-29,105.53,65.74
2025-08-30,105.39,65.52
2025-08-31,105.15,65.24
2025-09-01,104.84,65.05
2025-09-02,104.58,64.79
2025-09-03,104.5,64.54
2025-09-04,104.43,64.43
2025-09-05,104.48,64.59
2025-09-06,104.53,64.72
2025-09-07,104.61,64.89
2025-09-08,104.7,65.05
2025-09-09,104.71,65.23
2025-09-10,104.6,65.41
2025-09-11,104.5,65.43
2025-09-12,104.41,65.5
2025-09-13,104.28,65.43
2025-09-14,104.09,65.29
2025-09-15,104.01,65.14
2025-09-16,103.91,65.05
2025-09-17,103.89,64.97
2025-09-18,103.81,64.88
2025-09-19,103.66,64.73
2025-09-20,103.55,64.72
2025-09-21,103.47,64.68
2025-09-22,103.34,64.6
2025-09-23,103.2,64.48
2025-09-24,103.06,64.36
2025-09-25,102.94,64.26
2025-09-26,102.84,64.19
2025-09-27,102.66,64.1
2025-09-28,102.55,64.13
2025-09-29,102.49,64.18
2025-09-30,102.49,64.3
2025-10-01,102.28,64.31
2025-10-02,102.24,64.32
2025-10-03,102.27,64.37
2025-10-04,102.35,64.41
2025-10-05,102.37,64.39
2025-10-06,102.38,64.39
2025-10-07,102.33,64.32
2025-10-08,102.43,64.29
2025-10-09,102.39,64.3
2025-10-10,102.29,64.37
2025-10-11,102.24,64.4
2025-10-12,102.19,64.48
2025-10-13,102.11,64.56
2025-10-14,102.08,64.72
2025-10-15,102.14,64.95
